JD,mag,error,Phase
240.0,,,0.5714285714285694
241.0,,,0.8571428571428612
242.0,,,0.1428571428571388
243.0,,,0.4285714285714306
244.0,,,0.7142857142857082
245.0,,,0.0
246.0,,,0.2857142857142918
247.0,,,0.5714285714285694
248.0,,,0.8571428571428612
249.0,,,0.1428571428571388
250.0,,,0.4285714285714306
251.0,,,0.7142857142857082
252.0,,,0.0
253.0,,,0.2857142857142918
254.0,,,0.5714285714285694
255.0,,,0.8571428571428612
256.0,,,0.1428571428571388
257.0,,,0.4285714285714306
258.0,,,0.7142857142857082
259.0,,,0.0
260.0,,,0.2857142857142918
261.0,,,0.5714285714285694
262.0,,,0.8571428571428612
263.0,,,0.1428571428571388
264.0,,,0.4285714285714306
265.0,,,0.7142857142857082
266.0,,,0.0
267.0,,,0.2857142857142918
268.0,,,0.5714285714285694
269.0,,,0.8571428571428612
270.0,,,0.1428571428571388
271.0,,,0.4285714285714306
272.0,,,0.7142857142857082
273.0,,,0.0
274.0,,,0.2857142857142918
275.0,,,0.5714285714285694
276.0,,,0.8571428571428612
277.0,,,0.1428571428571388
278.0,,,0.4285714285714306
279.0,,,0.7142857142857082
280.0,,,0.0
281.0,,,0.2857142857142918
282.0,,,0.5714285714285694
283.0,,,0.8571428571428612
284.0,,,0.1428571428571388
285.0,,,0.4285714285714306
286.0,,,0.7142857142857082
287.0,,,0.0
288.0,,,0.2857142857142918
289.0,,,0.5714285714285694
290.0,,,0.8571428571428612
291.0,,,0.1428571428571388
292.0,,,0.4285714285714306
293.0,,,0.7142857142857082
294.0,,,0.0
295.0,,,0.2857142857142918
296.0,,,0.5714285714285694
297.0,,,0.8571428571428612
298.0,,,0.1428571428571388
299.0,,,0.4285714285714306
300.0,,,0.7142857142857082
301.0,,,0.0
302.0,,,0.2857142857142918
303.0,,,0.5714285714285694
304.0,,,0.8571428571428612
305.0,,,0.1428571428571388
306.0,,,0.4285714285714306
307.0,,,0.7142857142857082
308.0,,,0.0
309.0,,,0.2857142857142918
310.0,,,0.5714285714285694
311.0,,,0.8571428571428612
312.0,,,0.1428571428571388
313.0,,,0.4285714285714306
314.0,,,0.7142857142857082
315.0,,,0.0
316.0,,,0.2857142857142918
317.0,,,0.5714285714285694
318.0,,,0.8571428571428612
319.0,,,0.1428571428571388
320.0,,,0.4285714285714306
321.0,,,0.7142857142857082
322.0,,,0.0
323.0,,,0.2857142857142918
324.0,,,0.5714285714285694
325.0,,,0.8571428571428612
326.0,,,0.1428571428571388
327.0,,,0.4285714285714306
328.0,,,0.7142857142857082
329.0,,,0.0
330.0,,,0.2857142857142918
331.0,,,0.5714285714285694
332.0,,,0.8571428571428612
333.0,,,0.1428571428571388
334.0,,,0.4285714285714306
335.0,,,0.7142857142857082
336.0,,,0.0
337.0,,,0.2857142857142918
338.0,,,0.5714285714285694
339.0,,,0.8571428571428612
340.0,,,0.1428571428571388
341.0,,,0.4285714285714306
342.0,,,0.7142857142857082
343.0,,,0.0
344.0,,,0.2857142857142918
345.0,,,0.5714285714285694
346.0,,,0.8571428571428612
347.0,,,0.1428571428571388
348.0,,,0.4285714285714306
349.0,,,0.7142857142857082
350.0,,,0.0
351.0,,,0.2857142857142918
352.0,,,0.5714285714285694
353.0,,,0.8571428571428612
354.0,,,0.1428571428571388
355.0,,,0.4285714285714306
356.0,,,0.7142857142857082
357.0,,,0.0
358.0,,,0.2857142857142918
359.0,,,0.5714285714285694
360.0,,,0.8571428571428612
361.0,,,0.1428571428571388
362.0,,,0.4285714285714306
363.0,,,0.7142857142857082
364.0,,,0.0
365.0,,,0.2857142857142918
366.0,,,0.5714285714285694
367.0,,,0.8571428571428612
368.0,,,0.1428571428571388
369.0,,,0.4285714285714306
370.0,,,0.7142857142857082
371.0,,,0.0
372.0,,,0.2857142857142918
373.0,,,0.5714285714285694
374.0,,,0.8571428571428612
375.0,,,0.1428571428571388
376.0,,,0.4285714285714306
377.0,,,0.7142857142857082
378.0,,,0.0
379.0,,,0.2857142857142918
380.0,,,0.5714285714285694
381.0,,,0.8571428571428612
382.0,,,0.1428571428571388
383.0,,,0.4285714285714306
384.0,,,0.7142857142857082
385.0,,,0.0
386.0,,,0.2857142857142918
387.0,,,0.5714285714285694
388.0,,,0.8571428571428612
389.0,,,0.1428571428571388
390.0,,,0.4285714285714306
391.0,,,0.7142857142857082
392.0,,,0.0
393.0,,,0.2857142857142918
394.0,,,0.5714285714285694
395.0,,,0.8571428571428612
396.0,,,0.1428571428571388
397.0,,,0.4285714285714306
398.0,,,0.7142857142857082
399.0,,,0.0
400.0,,,0.2857142857142918
401.0,,,0.5714285714285694
402.0,,,0.8571428571428612
403.0,,,0.1428571428571388
404.0,,,0.4285714285714306
405.0,,,0.7142857142857082
406.0,,,0.0
407.0,,,0.2857142857142918
408.0,,,0.5714285714285694
409.0,,,0.8571428571428612
410.0,,,0.1428571428571388
411.0,,,0.4285714285714306
412.0,,,0.7142857142857082
413.0,,,0.0
414.0,,,0.2857142857142918
415.0,,,0.5714285714285694
416.0,,,0.8571428571428612
417.0,,,0.1428571428571388
418.0,,,0.4285714285714306
419.0,,,0.7142857142857082
420.0,,,0.0
421.0,,,0.2857142857142918
422.0,,,0.5714285714285694
423.0,,,0.8571428571428612
424.0,,,0.1428571428571388
425.0,,,0.4285714285714306
426.0,,,0.7142857142857082
427.0,,,0.0
428.0,,,0.2857142857142918
429.0,,,0.5714285714285694
430.0,,,0.8571428571428612
431.0,,,0.1428571428571388
432.0,,,0.4285714285714306
433.0,,,0.7142857142857082
434.0,,,0.0
435.0,,,0.2857142857142918
436.0,,,0.5714285714285694
437.0,,,0.8571428571428612
438.0,,,0.1428571428571388
439.0,,,0.4285714285714306
440.0,,,0.7142857142857082
441.0,,,0.0
442.0,,,0.2857142857142918
443.0,,,0.5714285714285694
444.0,,,0.8571428571428612
445.0,,,0.1428571428571388
446.0,,,0.4285714285714306
447.0,,,0.7142857142857082
448.0,,,0.0
449.0,,,0.2857142857142776
450.0,,,0.5714285714285836
451.0,,,0.8571428571428612
452.0,,,0.1428571428571388
453.0,,,0.4285714285714164
454.0,,,0.7142857142857224
455.0,,,0.0
456.0,,,0.2857142857142776
457.0,,,0.5714285714285836
458.0,,,0.8571428571428612
459.0,,,0.1428571428571388
460.0,,,0.4285714285714164
461.0,,,0.7142857142857224
462.0,,,0.0
463.0,,,0.2857142857142776
464.0,,,0.5714285714285836
465.0,,,0.8571428571428612
466.0,,,0.1428571428571388
467.0,,,0.4285714285714164
468.0,,,0.7142857142857224
469.0,,,0.0
470.0,,,0.2857142857142776
471.0,,,0.5714285714285836
472.0,,,0.8571428571428612
473.0,,,0.1428571428571388
474.0,,,0.4285714285714164
475.0,,,0.7142857142857224
476.0,,,0.0
477.0,,,0.2857142857142776
478.0,,,0.5714285714285836
479.0,,,0.8571428571428612
480.0,,,0.1428571428571388
481.0,,,0.4285714285714164
482.0,,,0.7142857142857224
483.0,,,0.0
484.0,,,0.2857142857142776
485.0,,,0.5714285714285836
486.0,,,0.8571428571428612
487.0,,,0.1428571428571388
488.0,,,0.4285714285714164
489.0,,,0.7142857142857224
490.0,,,0.0
491.0,,,0.2857142857142776
492.0,,,0.5714285714285836
493.0,,,0.8571428571428612
494.0,,,0.1428571428571388
495.0,,,0.4285714285714164
496.0,,,0.7142857142857224
497.0,,,0.0
498.0,,,0.2857142857142776
499.0,,,0.5714285714285836
500.0,,,0.8571428571428612
501.0,,,0.1428571428571388
502.0,,,0.4285714285714164
503.0,,,0.7142857142857224
504.0,,,0.0
505.0,,,0.2857142857142776
506.0,,,0.5714285714285836
507.0,,,0.8571428571428612
508.0,,,0.1428571428571388
509.0,,,0.4285714285714164
510.0,,,0.7142857142857224
511.0,,,0.0
512.0,,,0.2857142857142776
513.0,,,0.5714285714285836
514.0,,,0.8571428571428612
515.0,,,0.1428571428571388
516.0,,,0.4285714285714164
517.0,,,0.7142857142857224
518.0,,,0.0
519.0,,,0.2857142857142776
520.0,,,0.5714285714285836
521.0,,,0.8571428571428612
522.0,,,0.1428571428571388
523.0,,,0.4285714285714164
524.0,,,0.7142857142857224
525.0,,,0.0
526.0,,,0.2857142857142776
527.0,,,0.5714285714285836
528.0,,,0.8571428571428612
529.0,,,0.1428571428571388
530.0,,,0.4285714285714164
531.0,,,0.7142857142857224
532.0,,,0.0
533.0,,,0.2857142857142776
534.0,,,0.5714285714285836
535.0,,,0.8571428571428612
536.0,,,0.1428571428571388
537.0,,,0.4285714285714164
538.0,,,0.7142857142857224
539.0,,,0.0
540.0,,,0.2857142857142776
541.0,,,0.5714285714285836
542.0,,,0.8571428571428612
543.0,,,0.1428571428571388
544.0,,,0.4285714285714164
545.0,,,0.7142857142857224
546.0,,,0.0
547.0,,,0.2857142857142776
548.0,,,0.5714285714285836
549.0,,,0.8571428571428612
550.0,,,0.1428571428571388
551.0,,,0.4285714285714164
552.0,,,0.7142857142857224
553.0,,,0.0
554.0,,,0.2857142857142776
555.0,,,0.5714285714285836
556.0,,,0.8571428571428612
557.0,,,0.1428571428571388
558.0,,,0.4285714285714164
559.0,,,0.7142857142857224
560.0,,,0.0
561.0,,,0.2857142857142776
562.0,,,0.5714285714285836
563.0,,,0.8571428571428612
564.0,,,0.1428571428571388
565.0,,,0.4285714285714164
566.0,,,0.7142857142857224
567.0,,,0.0
568.0,,,0.2857142857142776
569.0,,,0.5714285714285836
570.0,,,0.8571428571428612
571.0,,,0.1428571428571388
572.0,,,0.4285714285714164
573.0,,,0.7142857142857224
574.0,,,0.0
575.0,,,0.2857142857142776
576.0,,,0.5714285714285836
577.0,,,0.8571428571428612
578.0,,,0.1428571428571388
579.0,,,0.4285714285714164
580.0,,,0.7142857142857224
581.0,,,0.0
582.0,,,0.2857142857142776
583.0,,,0.5714285714285836
584.0,,,0.8571428571428612
585.0,,,0.1428571428571388
586.0,,,0.4285714285714164
587.0,,,0.7142857142857224
588.0,,,0.0
589.0,,,0.2857142857142776
590.0,,,0.5714285714285836
591.0,,,0.8571428571428612
592.0,,,0.1428571428571388
593.0,,,0.4285714285714164
594.0,,,0.7142857142857224
595.0,,,0.0
596.0,,,0.2857142857142776
597.0,,,0.5714285714285836
598.0,,,0.8571428571428612
599.0,,,0.1428571428571388
600.0,,,0.4285714285714164
601.0,,,0.7142857142857224
602.0,,,0.0
603.0,,,0.2857142857142776
604.0,,,0.5714285714285836
605.0,,,0.8571428571428612
606.0,,,0.1428571428571388
607.0,,,0.4285714285714164
608.0,,,0.7142857142857224
609.0,,,0.0
610.0,,,0.2857142857142776
611.0,,,0.5714285714285836
612.0,,,0.8571428571428612
613.0,,,0.1428571428571388
614.0,,,0.4285714285714164
615.0,,,0.7142857142857224
616.0,,,0.0
617.0,,,0.2857142857142776
618.0,,,0.5714285714285836
619.0,,,0.8571428571428612
620.0,,,0.1428571428571388
621.0,,,0.4285714285714164
622.0,,,0.7142857142857224
623.0,,,0.0
624.0,,,0.2857142857142776
625.0,,,0.5714285714285836
626.0,,,0.8571428571428612
627.0,,,0.1428571428571388
628.0,,,0.4285714285714164
629.0,,,0.7142857142857224
630.0,,,0.0
631.0,,,0.2857142857142776
632.0,,,0.5714285714285836
633.0,,,0.8571428571428612
634.0,,,0.1428571428571388
635.0,,,0.4285714285714164
636.0,,,0.7142857142857224
637.0,,,0.0
638.0,,,0.2857142857142776
639.0,,,0.5714285714285836
640.0,,,0.8571428571428612
641.0,,,0.1428571428571388
642.0,,,0.4285714285714164
643.0,,,0.7142857142857224
644.0,,,0.0
645.0,,,0.2857142857142776
646.0,,,0.5714285714285836
647.0,,,0.8571428571428612
648.0,,,0.1428571428571388
649.0,,,0.4285714285714164
650.0,,,0.7142857142857224
651.0,,,0.0
652.0,,,0.2857142857142776
653.0,,,0.5714285714285836
654.0,,,0.8571428571428612
655.0,,,0.1428571428571388
656.0,,,0.4285714285714164
657.0,,,0.7142857142857224
658.0,,,0.0
659.0,,,0.2857142857142776
660.0,,,0.5714285714285836
661.0,,,0.8571428571428612
662.0,,,0.1428571428571388
663.0,,,0.4285714285714164
664.0,,,0.7142857142857224
665.0,,,0.0
666.0,,,0.2857142857142776
667.0,,,0.5714285714285836
668.0,,,0.8571428571428612
669.0,,,0.1428571428571388
670.0,,,0.4285714285714164
671.0,,,0.7142857142857224
672.0,,,0.0
673.0,,,0.2857142857142776
674.0,,,0.5714285714285836
675.0,,,0.8571428571428612
676.0,,,0.1428571428571388
677.0,,,0.4285714285714164
678.0,,,0.7142857142857224
679.0,,,0.0
680.0,,,0.2857142857142776
681.0,,,0.5714285714285836
682.0,,,0.8571428571428612
683.0,,,0.1428571428571388
684.0,,,0.4285714285714164
685.0,,,0.7142857142857224
686.0,,,0.0
687.0,,,0.2857142857142776
688.0,,,0.5714285714285836
689.0,,,0.8571428571428612
690.0,,,0.1428571428571388
691.0,,,0.4285714285714164
692.0,,,0.7142857142857224
693.0,,,0.0
694.0,,,0.2857142857142776
695.0,,,0.5714285714285836
696.0,,,0.8571428571428612
697.0,,,0.1428571428571388
698.0,,,0.4285714285714164
699.0,,,0.7142857142857224
700.0,,,0.0
701.0,,,0.2857142857142776
702.0,,,0.5714285714285836
703.0,,,0.8571428571428612
704.0,,,0.1428571428571388
705.0,,,0.4285714285714164
706.0,,,0.7142857142857224
707.0,,,0.0
708.0,,,0.2857142857142776
709.0,,,0.5714285714285836
710.0,,,0.8571428571428612
711.0,,,0.1428571428571388
712.0,,,0.4285714285714164
713.0,,,0.7142857142857224
714.0,,,0.0
715.0,,,0.2857142857142776
716.0,,,0.5714285714285836
717.0,,,0.8571428571428612
718.0,,,0.1428571428571388
719.0,,,0.4285714285714164
720.0,,,0.7142857142857224
721.0,,,0.0
722.0,,,0.2857142857142776
723.0,,,0.5714285714285836
724.0,,,0.8571428571428612
725.0,,,0.1428571428571388
726.0,,,0.4285714285714164
727.0,,,0.7142857142857224
728.0,,,0.0
729.0,,,0.2857142857142776
730.0,,,0.5714285714285836
731.0,,,0.8571428571428612
732.0,,,0.1428571428571388
733.0,,,0.4285714285714164
734.0,,,0.7142857142857224
735.0,,,0.0
736.0,,,0.2857142857142776
737.0,,,0.5714285714285836
738.0,,,0.8571428571428612
739.0,,,0.1428571428571388
740.0,,,0.4285714285714164
741.0,,,0.7142857142857224
742.0,,,0.0
743.0,,,0.2857142857142776
744.0,,,0.5714285714285836
745.0,,,0.8571428571428612
746.0,,,0.1428571428571388
747.0,,,0.4285714285714164
748.0,,,0.7142857142857224
749.0,,,0.0
750.0,,,0.2857142857142776
751.0,,,0.5714285714285836
752.0,,,0.8571428571428612
753.0,,,0.1428571428571388
754.0,,,0.4285714285714164
755.0,,,0.7142857142857224
756.0,,,0.0
757.0,,,0.2857142857142776
758.0,,,0.5714285714285836
759.0,,,0.8571428571428612
760.0,,,0.1428571428571388
761.0,,,0.4285714285714164
762.0,,,0.7142857142857224
763.0,,,0.0
764.0,,,0.2857142857142776
765.0,,,0.5714285714285836
766.0,,,0.8571428571428612
767.0,,,0.1428571428571388
768.0,,,0.4285714285714164
769.0,,,0.7142857142857224
770.0,,,0.0
771.0,,,0.2857142857142776
772.0,,,0.5714285714285836
773.0,,,0.8571428571428612
774.0,,,0.1428571428571388
775.0,,,0.4285714285714164
776.0,,,0.7142857142857224
777.0,,,0.0
778.0,,,0.2857142857142776
779.0,,,0.5714285714285836
780.0,,,0.8571428571428612
781.0,,,0.1428571428571388
782.0,,,0.4285714285714164
783.0,,,0.7142857142857224
784.0,,,0.0
785.0,,,0.2857142857142776
786.0,,,0.5714285714285836
787.0,,,0.8571428571428612
788.0,,,0.1428571428571388
789.0,,,0.4285714285714164
790.0,,,0.7142857142857224
791.0,,,0.0
792.0,,,0.2857142857142776
793.0,,,0.5714285714285836
794.0,,,0.8571428571428612
795.0,,,0.1428571428571388
796.0,,,0.4285714285714164
797.0,,,0.7142857142857224
798.0,,,0.0
799.0,,,0.2857142857142776
800.0,,,0.5714285714285836
801.0,,,0.8571428571428612
802.0,,,0.1428571428571388
803.0,,,0.4285714285714164
804.0,,,0.7142857142857224
805.0,,,0.0
806.0,,,0.2857142857142776
807.0,,,0.5714285714285836
808.0,,,0.8571428571428612
809.0,,,0.1428571428571388
810.0,,,0.4285714285714164
811.0,,,0.7142857142857224
812.0,,,0.0
813.0,,,0.2857142857142776
814.0,,,0.5714285714285836
815.0,,,0.8571428571428612
816.0,,,0.1428571428571388
817.0,,,0.4285714285714164
818.0,,,0.7142857142857224
819.0,,,0.0
820.0,,,0.2857142857142776
821.0,,,0.5714285714285836
822.0,,,0.8571428571428612
823.0,,,0.1428571428571388
824.0,,,0.4285714285714164
825.0,,,0.7142857142857224
826.0,,,0.0
827.0,,,0.2857142857142776
828.0,,,0.5714285714285836
829.0,,,0.8571428571428612
830.0,,,0.1428571428571388
831.0,,,0.4285714285714164
832.0,,,0.7142857142857224
833.0,,,0.0
834.0,,,0.2857142857142776
835.0,,,0.5714285714285836
836.0,,,0.8571428571428612
837.0,,,0.1428571428571388
838.0,,,0.4285714285714164
839.0,,,0.7142857142857224
840.0,,,0.0
841.0,,,0.2857142857142776
842.0,,,0.5714285714285836
843.0,,,0.8571428571428612
844.0,,,0.1428571428571388
845.0,,,0.4285714285714164
846.0,,,0.7142857142857224
847.0,,,0.0
848.0,,,0.2857142857142776
849.0,,,0.5714285714285836
850.0,,,0.8571428571428612
851.0,,,0.1428571428571388
852.0,,,0.4285714285714164
853.0,,,0.7142857142857224
854.0,,,0.0
855.0,,,0.2857142857142776
856.0,,,0.5714285714285836
857.0,,,0.8571428571428612
858.0,,,0.1428571428571388
859.0,,,0.4285714285714164
860.0,,,0.7142857142857224
861.0,,,0.0
862.0,,,0.2857142857142776
863.0,,,0.5714285714285836
864.0,,,0.8571428571428612
865.0,,,0.1428571428571388
866.0,,,0.4285714285714164
867.0,,,0.7142857142857224
868.0,,,0.0
869.0,,,0.2857142857142776
870.0,,,0.5714285714285836
871.0,,,0.8571428571428612
872.0,,,0.1428571428571388
873.0,,,0.4285714285714164
874.0,,,0.7142857142857224
875.0,,,0.0
876.0,,,0.2857142857142776
877.0,,,0.5714285714285836
878.0,,,0.8571428571428612
879.0,,,0.1428571428571388
880.0,,,0.4285714285714164
881.0,,,0.7142857142857224
882.0,,,0.0
883.0,,,0.2857142857142776
884.0,,,0.5714285714285836
885.0,,,0.8571428571428612
886.0,,,0.1428571428571388
887.0,,,0.4285714285714164
888.0,,,0.7142857142857224
889.0,,,0.0
890.0,,,0.2857142857142776
891.0,,,0.5714285714285836
892.0,,,0.8571428571428612
893.0,,,0.1428571428571388
894.0,,,0.4285714285714164
895.0,,,0.7142857142857224
896.0,,,0.0
897.0,,,0.2857142857142776
898.0,,,0.5714285714285552
899.0,,,0.8571428571428328
900.0,,,0.14285714285716722
901.0,,,0.4285714285714448
902.0,,,0.7142857142857224
903.0,,,0.0
904.0,,,0.2857142857142776
905.0,,,0.5714285714285552
906.0,,,0.8571428571428328
907.0,,,0.14285714285716722
908.0,,,0.4285714285714448
909.0,,,0.7142857142857224
910.0,,,0.0
911.0,,,0.2857142857142776
912.0,,,0.5714285714285552
913.0,,,0.8571428571428328
914.0,,,0.14285714285716722
915.0,,,0.4285714285714448
916.0,,,0.7142857142857224
917.0,,,0.0
918.0,,,0.2857142857142776
919.0,,,0.5714285714285552
920.0,,,0.8571428571428328
921.0,,,0.14285714285716722
922.0,,,0.4285714285714448
923.0,,,0.7142857142857224
924.0,,,0.0
925.0,,,0.2857142857142776
926.0,,,0.5714285714285552
927.0,,,0.8571428571428328
928.0,,,0.14285714285716722
929.0,,,0.4285714285714448
930.0,,,0.7142857142857224
931.0,,,0.0
932.0,,,0.2857142857142776
933.0,,,0.5714285714285552
934.0,,,0.8571428571428328
935.0,,,0.14285714285716722
936.0,,,0.4285714285714448
937.0,,,0.7142857142857224
938.0,,,0.0
939.0,,,0.2857142857142776
940.0,,,0.5714285714285552
941.0,,,0.8571428571428328
942.0,,,0.14285714285716722
943.0,,,0.4285714285714448
944.0,,,0.7142857142857224
945.0,,,0.0
946.0,,,0.2857142857142776
947.0,,,0.5714285714285552
948.0,,,0.8571428571428328
949.0,,,0.14285714285716722
950.0,,,0.4285714285714448
951.0,,,0.7142857142857224
952.0,,,0.0
953.0,,,0.2857142857142776
954.0,,,0.5714285714285552
955.0,,,0.8571428571428328
956.0,,,0.14285714285716722
957.0,,,0.4285714285714448
958.0,,,0.7142857142857224
959.0,,,0.0
960.0,,,0.2857142857142776
961.0,,,0.5714285714285552
962.0,,,0.8571428571428328
963.0,,,0.14285714285716722
964.0,,,0.4285714285714448
965.0,,,0.7142857142857224
966.0,,,0.0
967.0,,,0.2857142857142776
968.0,,,0.5714285714285552
969.0,,,0.8571428571428328
970.0,,,0.14285714285716722
971.0,,,0.4285714285714448
972.0,,,0.7142857142857224
973.0,,,0.0
974.0,,,0.2857142857142776
975.0,,,0.5714285714285552
976.0,,,0.8571428571428328
